fragment.ID.full,Intercept,umol.L.sec,Temp.C
RJD_TMP16_pH_8_CH10_Control-55_O2.csv,223.9644682993457,-8.617305126739489e-4,15.642742424242424
RJD_TMP16_pH_8_CH6_51_O2.csv,192.73215864031994,-0.00156791616047994,15.755404494382022
RJD_TMP16_pH_8_CH7_52_O2.csv,205.23765498831102,-0.0012019783752192103,15.612975903614458
RJD_TMP16_pH_8_CH9_54_O2.csv,217.56857597393045,-0.002351361193904505,15.535867469879518
RJD_TMP18_pH_7.7_CH1_16_O2.csv,234.6464986796787,-0.0027057561841144434,18.30993670886076
RJD_TMP18_pH_7.7_CH2_17_O2.csv,226.60758683098604,-0.00259628772635819,18.264443037974683
RJD_TMP18_pH_7.7_CH3_18_O2.csv,197.57128063383988,-0.001886028445238985,18.383873417721517
RJD_TMP18_pH_7.7_CH4_19_O2.csv,228.3739561642917,-0.0021947223237120702,18.2776582278481
RJD_TMP18_pH_7.7_CH5_Control-20_O2.csv,232.83817887411416,-5.68813752077659e-4,18.222253164556964
RJD_TMP18_pH_8_CH10_58_O2.csv,206.78494925423942,-0.0027649390636054253,18.381569620253167
RJD_TMP18_pH_8_CH10_Control-60_O2.csv,214.06637771106946,-5.176735459662799e-4,17.901733333333333
RJD_TMP18_pH_8_CH6_56_O2.csv,188.0521151348155,-0.0023123306544202277,18.272012658227847
RJD_TMP18_pH_8_CH7_57_O2.csv,198.99184342910598,-0.00312247170236034,18.443962025316456
RJD_TMP18_pH_8_CH9_59_O2.csv,218.5575463451562,-0.0023214861084314337,18.363164556962026
RJD_TMP20_pH_7.7_CH1_21_O2.csv,226.6552733235904,-0.003378085495067625,20.354141025641027
RJD_TMP20_pH_7.7_CH2_22_O2.csv,218.24304215582598,-0.0024540316285160766,20.278371794871795
RJD_TMP20_pH_7.7_CH3_23_O2.csv,189.65571604706503,-0.002477390269698572,20.38653846153846
RJD_TMP20_pH_7.7_CH4_24_O2.csv,218.4647662642668,-0.003039310798946418,20.30074358974359
RJD_TMP20_pH_7.7_CH5_Control-25_O2.csv,224.08719943677386,-6.259576213260752e-4,20.208217948717948
RJD_TMP20_pH_8_CH10_63_O2.csv,199.57086664291808,-0.0030176963829010063,20.330346153846154
RJD_TMP20_pH_8_CH10_Control-65_O2.csv,196.70851754901952,-0.0011273529411764207,19.941605633802816
RJD_TMP20_pH_8_CH6_61_O2.csv,182.18059366296484,-0.002412277454609528,20.26497435897436
RJD_TMP20_pH_8_CH7_62_O2.csv,194.071488926494,-0.002712406134320495,20.469
RJD_TMP20_pH_8_CH9_64_O2.csv,209.84265696969692,-0.003712958152958146,20.357576923076923
RJD_TMP22_pH_7.7_CH1_26_O2.csv,215.1809627922078,-0.004788766233766246,22.14217105263158
RJD_TMP22_pH_7.7_CH2_27_O2.csv,207.3179004351643,-0.0035387907012253165,22.064746666666665
RJD_TMP22_pH_7.7_CH3_28_O2.csv,180.4523064054053,-0.0027916685633001047,22.207893333333335
RJD_TMP22_pH_7.7_CH4_29_O2.csv,207.95194800307226,-0.004210675883256543,22.04256
RJD_TMP22_pH_7.7_CH5_Control-30_O2.csv,214.733229,-9.7110526315788e-4,21.975066666666667
RJD_TMP22_pH_8_CH10_68_O2.csv,188.07670544387742,-0.0032410561224489177,22.07158666666667
RJD_TMP22_pH_8_CH10_Control-70_O2.csv,192.90376714821764,-0.0011086116322701447,22.34554761904762
RJD_TMP22_pH_8_CH6_66_O2.csv,171.69267332706772,-0.003337476076555051,21.934306666666668
RJD_TMP22_pH_8_CH7_67_O2.csv,183.88065111157496,-0.0022819434297046094,22.146613333333335
RJD_TMP22_pH_8_CH9_69_O2.csv,200.83466067858126,-0.002787412716478481,22.039210526315788
RJD_TMP24_pH_7.7_CH1_31_O2.csv,201.44547506082918,-0.004773386552189858,24.289157894736842
RJD_TMP24_pH_7.7_CH2_32_O2.csv,195.0818399736996,-0.003883281706604346,24.22982894736842
RJD_TMP24_pH_7.7_CH3_33_O2.csv,169.65293636363643,-0.004845454545454566,24.3335
RJD_TMP24_pH_7.7_CH4_34_O2.csv,194.971527778413,-0.004852357537640551,24.185368421052633
RJD_TMP24_pH_7.7_CH5_Control-35_O2.csv,203.84138602180002,-0.0014387559371574802,24.10975
RJD_TMP24_pH_8_CH10_73_O2.csv,179.44070861952866,-0.004844646464646496,24.276434210526315
RJD_TMP24_pH_8_CH10_Control-75_O2.csv,186.78103172352317,-0.0017854711935823716,23.90328813559322
RJD_TMP24_pH_8_CH6_71_O2.csv,162.93742133333336,-0.003700126696832585,24.195263157894736
RJD_TMP24_pH_8_CH7_72_O2.csv,178.15766049174667,-0.0017536556909515365,24.328184210526317
RJD_TMP24_pH_8_CH9_74_O2.csv,191.01424276711379,-0.004618114014801131,24.229184210526316
RJD_TMP26_pH_7.7_CH2_37_O2.csv,187.70044744886033,-0.004292159555815332,26.257246913580246
RJD_TMP26_pH_7.7_CH3_38_O2.csv,163.38535623978012,-0.0033806283268969853,26.36138271604938
RJD_TMP26_pH_7.7_CH4_39_O2.csv,187.57475645642305,-0.0042212336760211,26.213365853658537
RJD_TMP26_pH_7.7_CH5_Control-40_O2.csv,192.53499567235662,-0.0021712532005689934,26.17862962962963
RJD_TMP26_pH_8_CH1_Control-80_O2.csv,199.16461419104036,-0.001953991114402063,26.271835294117647
RJD_TMP26_pH_8_CH10_78_O2.csv,161.31897610969267,-0.004150922821372515,26.28604938271605
RJD_TMP26_pH_8_CH6_76_O2.csv,152.39338259364618,-0.0029279516358463402,26.27285185185185
RJD_TMP26_pH_8_CH7_77_O2.csv,162.3284980767941,-0.0035881505700871823,26.3618375
RJD_TMP26_pH_8_CH9_79_O2.csv,178.8884454506021,-0.003536412271938611,26.255246913580248
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
